image_id,source,orig_id,url,label_method,city,city_id,country,continent,latitude,longitude,datetime_local,sequence_index,sequence_id,split,img_path,glare,lighting_condition,pano_status,platform,quality,reflection,view_direction,weather
014e3d90-2b3f-4266-a080-f2cf7e99bf2b,KartaView,555909178.0,https://kartaview.org/details/2056946/1278/track-info,random sample and manual label,Burnley,1826565522,United Kingdom,Europe,53.79799,-2.252283,2019-11-22 16:27:27+00:00,1278,2056946,train,img/6/014e3d90-2b3f-4266-a080-f2cf7e99bf2b.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
016319c6-e984-4b69-9e74-defc15546998,Mapillary,4203805049649868.0,https://www.mapillary.com/app/?pKey=4203805049649868&focus=photo,random sample and manual label,West Warwick,1840106223,United States,North America,41.67003392,-71.53461428,2020-08-19 17:22:42.034000-04:00,167,7f7mt4fv21fi19h3cyf5i3,train,img/5/016319c6-e984-4b69-9e74-defc15546998.jpeg,no,day,False,driving surface,good,no,front/back,clear
016cd157-1a65-456e-aa5d-37b3170ddf8b,Mapillary,219154000000000.0,https://www.mapillary.com/app/?pKey=219154393215588&focus=photo,random sample and manual label,Moscow,1643318494,Russia,Europe,55.76352806808856,37.620057463645935,2021-05-14 18:19:35.380000+03:00,249,dexsu3an7jmtpf7r1zr95k,train,img/2/016cd157-1a65-456e-aa5d-37b3170ddf8b.jpeg,no,day,False,driving surface,good,no,front/back,rainy
017b0e03-e8e6-431e-9b17-a5c52882996d,Mapillary,574643000000000.0,https://www.mapillary.com/app/?pKey=574642570235152&focus=photo,random sample and manual label,Shinjuku,1392536374,Japan,Asia,35.70656036095818,139.7042030096054,2021-08-22 13:29:30.657000+09:00,453,bG23JYu987QEhjKrSPt6ye,train,img/1/017b0e03-e8e6-431e-9b17-a5c52882996d.jpeg,no,day,False,cycling surface,good,no,front/back,clear
018b69f3-0a68-4041-8617-45add79295b8,KartaView,527924422.0,https://kartaview.org/details/2038798/2969/track-info,random sample and manual label,Kuala Lumpur,1458988644,Malaysia,Asia,3.142754,101.695398,2019-10-15 11:15:07+08:00,2969,2038798,train,img/3/018b69f3-0a68-4041-8617-45add79295b8.jpeg,no,day,False,driving surface,good,no,front/back,clear
0192fc2b-1a1b-4179-bcd4-b7dad5319371,Mapillary,1251466478616653.0,https://www.mapillary.com/app/?pKey=1251466478616653&focus=photo,random sample and manual label,Bukit Mertajam,1458619046,Malaysia,Asia,5.295493326,100.6255788,2018-09-23 15:33:30.465000+08:00,18,KF_ars0xRJCybBDkxch-eA,test,img/2/0192fc2b-1a1b-4179-bcd4-b7dad5319371.jpeg,no,day,False,driving surface,good,no,front/back,clear
01b5e4d2-64d7-424d-878f-03cb78621af1,Mapillary,282392000000000.0,https://www.mapillary.com/app/?pKey=282391503586645&focus=photo,random sample and manual label,Vienna,1040261752,Austria,Europe,48.19851621,16.37466609477997,2010-10-08 17:15:46+02:00,2,jyu7sz00uwyer7gyhpx573,train,img/4/01b5e4d2-64d7-424d-878f-03cb78621af1.jpeg,no,day,False,walking surface,good,no,side,clear
01b7dea0-9ab5-403c-bc44-4074bb6bfc33,Mapillary,278200000000000.0,https://www.mapillary.com/app/?pKey=278200327357850&focus=photo,random sample and manual label,Melbourne,1036533631,Australia,Oceania,-37.81344563,144.95439648628235,2019-11-28 10:36:13.523000+11:00,68,kw50u8v2nk4ubdj8s60w4x,train,img/1/01b7dea0-9ab5-403c-bc44-4074bb6bfc33.jpeg,no,day,False,driving surface,good,no,front/back,clear
01eba50f-95d0-4793-9154-f4beb27ffe87,Mapillary,468555000000000.0,https://www.mapillary.com/app/?pKey=468555390879660&focus=photo,random sample and manual label,Sarajevo,1070966777,Bosnia And Herzegovina,Europe,43.86185914104502,18.43185603618622,2019-01-15 06:15:46.404000+01:00,203,zKp98b__SaeDBWMgbKo9Tw,train,img/2/01eba50f-95d0-4793-9154-f4beb27ffe87.jpeg,no,day,False,driving surface,good,no,front/back,snowy
01eec273-6a39-4005-8b20-bbbe21b2a116,KartaView,1372944509.0,https://kartaview.org/details/3838573/1804/track-info,random sample and manual label,Budapest,1348611435,Hungary,Europe,47.497699,19.048796,2021-09-08 08:22:28+02:00,1804,3838573,test,img/1/01eec273-6a39-4005-8b20-bbbe21b2a116.jpeg,no,day,False,driving surface,good,no,front/back,clear
01fb93fc-76ff-453f-8bf1-d88d21b777c2,Mapillary,395431000000000.0,https://www.mapillary.com/app/?pKey=395431442091894&focus=photo,random sample and manual label,Shinjuku,1392536374,Japan,Asia,35.70691319593911,139.70723390579224,2021-08-22 13:12:14.599000+09:00,26,M7DaKtUWnsHvISlPFq13Tf,train,img/5/01fb93fc-76ff-453f-8bf1-d88d21b777c2.jpeg,no,day,False,walking surface,good,no,front/back,clear
01fcce8b-76a1-4c9f-8bef-2fef0a722681,Mapillary,378360000000000.0,https://www.mapillary.com/app/?pKey=378360286886427&focus=photo,random sample and manual label,Moscow,1643318494,Russia,Europe,55.75386299793741,37.635040283203125,2020-11-02 11:49:28.645000+03:00,101,2c3xntx57tv8cpsrpbh95d,train,img/5/01fcce8b-76a1-4c9f-8bef-2fef0a722681.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
01fe7894-4170-41e5-8ab1-e66785d93ddd,KartaView,642309818.0,https://kartaview.org/details/2146510/1051/track-info,random sample and manual label,Jakarta,1360771077,Indonesia,Asia,-6.219673,106.835357,2020-04-22 10:54:27+07:00,1051,2146510,train,img/4/01fe7894-4170-41e5-8ab1-e66785d93ddd.jpeg,no,day,False,driving surface,good,no,front/back,clear
02024c0a-39f4-421f-a497-01ace7ff14e3,Mapillary,1142768493151850.0,https://www.mapillary.com/app/?pKey=1142768493151850&focus=photo,random sample and manual label,Lisbon,1620619017,Portugal,Europe,38.706397664063616,-9.134091139,2016-01-04 02:45:43+00:00,255,MNuWpSxt267Uz4CoXhaERl,train,img/4/02024c0a-39f4-421f-a497-01ace7ff14e3.jpeg,no,day,False,driving surface,good,no,side,clear
02064acf-159b-48b1-af0f-4828f683c8dc,Mapillary,1387930321586281.0,https://www.mapillary.com/app/?pKey=1387930321586281&focus=photo,random sample and manual label,Helsinki,1246177997,Finland,Europe,60.17901238846616,24.92074728012085,2020-06-12 15:30:40.081000+03:00,80,jllMMPCggNR5_SIAYBcnfA,train,img/3/02064acf-159b-48b1-af0f-4828f683c8dc.jpeg,no,day,False,driving surface,good,no,side,clear
0207865c-43cf-4582-b0f1-70f23db93eb3,KartaView,1593256537.0,https://kartaview.org/details/6002265/542/track-info,random sample and manual label,Shoreline,1840021118,United States,North America,47.758464,-122.327669,2022-08-30 22:44:59-07:00,542,6002265,test,img/1/0207865c-43cf-4582-b0f1-70f23db93eb3.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
020d3f3a-686b-494b-952d-6254bf3af7e4,KartaView,147069455.0,https://kartaview.org/details/944337/7159/track-info,random sample and manual label,Berlin,1276451290,Germany,Europe,52.514515,13.385918,2017-10-18 18:51:38+02:00,7159,944337,train,img/5/020d3f3a-686b-494b-952d-6254bf3af7e4.jpeg,no,night,False,driving surface,good,no,front/back,clear
0216385b-4931-4e12-b4d7-83c046fb7dc8,Mapillary,806839000000000.0,https://www.mapillary.com/app/?pKey=806838640017163&focus=photo,random sample and manual label,Pemba,1508872233,Mozambique,Africa,-13.03303734,40.55258353,2021-07-21 12:21:23.643000+02:00,59,Ae8zZ4VwWhSOirLqTuRNax,test,img/2/0216385b-4931-4e12-b4d7-83c046fb7dc8.jpeg,no,day,False,driving surface,good,no,front/back,clear
021888fd-9a8a-492f-9656-2a0c1e6605fc,Mapillary,516534000000000.0,https://www.mapillary.com/app/?pKey=516534092978508&focus=photo,random sample and manual label,Zürich,1756539143,Switzerland,Europe,47.37387676733312,8.533351421356201,2021-09-02 13:23:57.514000+02:00,237,Ku5wsD8kF2nGR7mSjhtgyE,train,img/2/021888fd-9a8a-492f-9656-2a0c1e6605fc.jpeg,no,day,False,driving surface,good,no,front/back,clear
0224f089-cbb0-4df7-8965-2c7514a63c5c,Mapillary,579304000000000.0,https://www.mapillary.com/app/?pKey=579304486382045&focus=photo,random sample and manual label,Nicosia,1196944155,Cyprus,Asia,35.162564605981146,33.37372899055481,2017-10-08 18:36:04+03:00,153,Yx3Ea1A36-Gp0HMrE3A04A,test,img/1/0224f089-cbb0-4df7-8965-2c7514a63c5c.jpeg,no,day,False,driving surface,good,no,front/back,clear
022ed2ca-78d3-4786-8f54-767363fb2aa0,Mapillary,482292000000000.0,https://www.mapillary.com/app/?pKey=482292256225076&focus=photo,random sample and manual label,Beeskow,1276512427,Germany,Europe,52.03917939,14.30991225,2019-04-01 07:54:55.902000+02:00,79,ZOTYT1xQTamYo12m_v65DA,train,img/6/022ed2ca-78d3-4786-8f54-767363fb2aa0.jpeg,no,day,False,driving surface,good,no,front/back,clear
02345ed7-4543-40fb-ba70-c5cbec61e620,Mapillary,155248000000000.0,https://www.mapillary.com/app/?pKey=155248306555133&focus=photo,random sample and manual label,Vienna,1040261752,Austria,Europe,48.20049708708913,16.37559413909912,2020-11-01 11:13:17.198000+01:00,282,p7ujxliiumx0o0r1rit8za,train,img/5/02345ed7-4543-40fb-ba70-c5cbec61e620.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
0235cddf-7281-4b15-97dc-c971b36417e4,Mapillary,3040794206207509.0,https://www.mapillary.com/app/?pKey=3040794206207509&focus=photo,random sample and manual label,Niterói,1076501425,Brazil,South America,-22.8898652,-43.0909431,2021-05-24 14:15:12.791000-03:00,27,yum8b1dqo3r3hcqitbw10a,train,img/2/0235cddf-7281-4b15-97dc-c971b36417e4.jpeg,no,day,False,driving surface,good,no,side,clear
023a3525-ba74-48dd-abcc-3b51f91b8669,Mapillary,821106000000000.0,https://www.mapillary.com/app/?pKey=821105985206322&focus=photo,random sample and manual label,Nijmegen,1528136727,Netherlands,Europe,51.84738434206935,5.864317417144775,2021-09-03 14:39:00.448000+02:00,110,RFDhMqaUTxIuB73AKCgSy1,train,img/1/023a3525-ba74-48dd-abcc-3b51f91b8669.jpeg,no,day,False,driving surface,good,no,side,clear
02472a77-c45d-4ec8-8cbb-49f7dfa95d2f,Mapillary,3933498796719847.0,https://www.mapillary.com/app/?pKey=3933498796719847&focus=photo,random sample and manual label,Luxembourg,1442262731,Luxembourg,Europe,49.60719902901812,6.136722564697266,2019-10-24 19:56:34+02:00,419,32thZMTA4AjQkj7qipaSaA,train,img/4/02472a77-c45d-4ec8-8cbb-49f7dfa95d2f.jpeg,no,day,False,driving surface,good,no,front/back,clear
025772ff-d85c-4ab1-9721-8b761a588264,Mapillary,2927247694183222.0,https://www.mapillary.com/app/?pKey=2927247694183222&focus=photo,random sample and manual label,Taipei,1158881289,Taiwan,Asia,25.062271393807947,121.54337882995604,2020-11-08 01:53:37+08:00,395,s34fwkpywners1j0it2jiv,train,img/1/025772ff-d85c-4ab1-9721-8b761a588264.jpeg,no,day,False,driving surface,good,no,front/back,clear
02634462-5484-4ec0-82bc-a23905dfb588,Mapillary,618778000000000.0,https://www.mapillary.com/app/?pKey=618777952804714&focus=photo,random sample and manual label,Berlin,1276451290,Germany,Europe,52.520317552393976,13.399887084960938,2021-11-24 16:04:38+01:00,12,c3l1UKarDF8TBRxeb7HNiL,train,img/2/02634462-5484-4ec0-82bc-a23905dfb588.jpeg,no,dusk/dawn,False,driving surface,good,no,front/back,cloudy
0264e0bb-cea1-47da-aa84-e516f856340f,Mapillary,887678000000000.0,https://www.mapillary.com/app/?pKey=887677905143902&focus=photo,random sample and manual label,Bedford,1840001396,United States,North America,39.87457683,-78.25110176,2018-09-01 14:13:41.693000-04:00,412,4ta31ksxtcqv047tou0uul,test,img/2/0264e0bb-cea1-47da-aa84-e516f856340f.jpeg,no,day,False,driving surface,good,no,front/back,clear
026f1025-f01b-458c-9cc3-85deeb1c1c00,Mapillary,233088000000000.0,https://www.mapillary.com/app/?pKey=233088488615108&focus=photo,random sample and manual label,Bukit Mertajam,1458619046,Malaysia,Asia,5.296217024,100.6246539,2018-09-23 15:33:37.916000+08:00,25,KF_ars0xRJCybBDkxch-eA,test,img/5/026f1025-f01b-458c-9cc3-85deeb1c1c00.jpeg,no,day,False,driving surface,good,no,front/back,cloudy
02715838-ecc4-46db-811b-3d2b7f72c969,KartaView,1148710382.0,https://kartaview.org/details/3188222/87/track-info,random sample and manual label,Chisinau,1498011437,Moldova,Europe,47.017222,28.828857,2020-10-03 18:30:26+03:00,87,3188222,test,img/5/02715838-ecc4-46db-811b-3d2b7f72c969.jpeg,no,day,False,driving surface,good,no,front/back,clear
0271f11a-daa3-4044-bda0-bda095815043,Mapillary,306013000000000.0,https://www.mapillary.com/app/?pKey=306012684365109&focus=photo,random sample and manual label,Trier,1276211430,Germany,Europe,49.76141216364309,6.636890172958374,2017-08-04 15:58:14.633000+02:00,52,HTq_nRw8uhlLjXr8d-SJrA,train,img/4/0271f11a-daa3-4044-bda0-bda095815043.jpeg,no,day,False,cycling surface,good,no,front/back,clear
029aebff-60be-4d52-875d-265287dcfead,Mapillary,793963000000000.0,https://www.mapillary.com/app/?pKey=793962844887154&focus=photo,random sample and manual label,Vienna,1040261752,Austria,Europe,48.20735090824951,16.380475759506226,2019-04-25 11:27:43.804000+02:00,209,za0v5qZ7ShSDNPY5NHb-Eg,train,img/2/029aebff-60be-4d52-875d-265287dcfead.jpeg,no,day,False,driving surface,good,no,side,clear
02a1b862-2d23-45df-b644-527e90198bcb,Mapillary,462922000000000.0,https://www.mapillary.com/app/?pKey=462921718274148&focus=photo,random sample and manual label,Baku,1031946365,Azerbaijan,Asia,40.37638321593991,49.83798623085022,2019-06-07 19:39:26.500000+04:00,106,8mq_jyyvpdLkFHLlqvvpBw,train,img/1/02a1b862-2d23-45df-b644-527e90198bcb.jpeg,no,day,False,driving surface,good,no,front/back,clear
02a9d990-26a3-4d0a-ad1f-d881a609458d,Mapillary,927309000000000.0,https://www.mapillary.com/app/?pKey=927309291415863&focus=photo,random sample and manual label,Osijek,1191917921,Croatia,Europe,45.55482415852188,18.672203421592712,2015-09-12 19:05:01.368000+02:00,100,ucky71kkpo2v39bmxcqxgr,train,img/1/02a9d990-26a3-4d0a-ad1f-d881a609458d.jpeg,no,day,False,driving surface,good,no,front/back,clear
02ae500e-584d-4a0e-b6dc-2619b07ed15a,Mapillary,896337000000000.0,https://www.mapillary.com/app/?pKey=896336657874324&focus=photo,random sample and manual label,Maipú,1152583016,Chile,South America,-33.51786863,-70.75569749,2016-09-16 16:34:18-03:00,480,n2-6hLcr3H2rwvgD73BJSQ,test,img/3/02ae500e-584d-4a0e-b6dc-2619b07ed15a.jpeg,no,day,False,walking surface,good,no,side,clear
02b9c495-9792-4e60-9da5-30558ce48c53,Mapillary,1289771648217898.0,https://www.mapillary.com/app/?pKey=1289771648217898&focus=photo,random sample and manual label,Helsinki,1246177997,Finland,Europe,60.17711294462595,24.93025302886963,2022-05-25 21:06:08+03:00,426,PImEw4xkvWy02TnghJrQG5,train,img/4/02b9c495-9792-4e60-9da5-30558ce48c53.jpeg,no,day,False,cycling surface,good,no,front/back,clear
02bdf95c-e3ea-49f1-8a0b-e02b721e89f4,Mapillary,247401000000000.0,https://www.mapillary.com/app/?pKey=247401427128504&focus=photo,random sample and manual label,Esbjerg,1208757169,Denmark,Europe,55.46402974,9.015087308,2018-06-17 16:36:05.133000+02:00,32,318iqif9p1lozxrysk59mi,test,img/4/02bdf95c-e3ea-49f1-8a0b-e02b721e89f4.jpeg,no,day,False,driving surface,good,no,front/back,clear
